Survived,Pclass,Age,Sex,Fare,Cabin,Embarked,Name_Grade,Family_size
1,2,7,female,26.25,0,S,6,2
0,3,7,male,29.125,0,Q,5,5
0,3,7,male,39.6875,0,S,5,5
1,2,6,female,33,0,S,6,2
1,3,6,male,12.475,1,S,5,2
1,2,5,female,27.75,0,S,6,3
1,3,5,female,12.475,0,S,6,2
1,3,4,female,22.025,0,S,6,2
0,3,4,male,31.275,0,S,5,5
0,3,4,male,27.9,0,S,5,4
1,3,4,male,11.1333,0,S,5,3
0,3,4,male,29.125,0,Q,5,5
1,2,3,female,41.5792,0,C,6,3
1,2,3,male,18.75,0,S,5,3
1,3,3,male,15.9,0,S,5,3
1,2,3,male,26,1,S,5,3
0,3,3,female,21.075,0,S,6,4
1,2,2,female,26,0,S,6,3
0,1,2,female,151.55,1,S,6,2
1,2,2,male,26,1,S,5,3
0,3,2,female,31.275,0,S,6,5
0,3,2,female,27.9,0,S,6,4
0,3,2,male,21.075,0,S,5,4
0,3,2,male,39.6875,0,S,5,5
1,3,2,female,12.2875,0,S,6,2
1,2,1,male,37.0042,0,C,5,2
1,3,1,female,15.7417,0,C,6,2
1,3,1,female,11.1333,0,S,6,3
0,3,1,male,39.6875,0,S,5,5
1,1,0.92,male,151.55,1,S,5,3
1,2,0.83,male,18.75,0,S,5,3
1,2,0.83,male,29,0,S,5,2
1,3,0.75,female,19.2583,0,C,6,4
1,2,0.67,male,14.5,0,S,5,3
1,3,0.42,male,8.5167,0,C,5,2
0,3,0,male,46.9,0,S,5,6
